,MAX,MIN
33602,12,0
33603,28,0
33604,14,13
33605,6,6
33606,7,0
33607,32,13
33608,9,6
33609,13,0
33610,14,0
33611,34,12
33612,19,0
33613,12,7
33614,20,0
33615,7,0
33616,46,6
33617,7,0
33618,26,14
33619,14,0
33620,7,0
33621,10,0
33622,13,13
33623,44,0
33624,7,7
33625,25,7
33626,0,0
33627,26,0
33628,32,6
33629,20,14
33630,40,0
33631,13,6
33632,46,7
33633,26,7
33634,21,13
33635,16,6
33636,13,6
33637,27,20
33638,19,6
33639,12,7
33640,25,7
33641,27,0
33642,70,14
33643,7,7
33644,36,7
33645,16,6
33646,46,7
33647,10,6
33648,35,13
33649,33,6
33650,12,0
33651,25,19
33652,34,6
33653,34,12
33654,19,14
33655,6,3
33656,13,7
33657,14,0
33658,20,12
33659,7,0
33660,23,20
33661,26,0
33662,0,0
33663,26,6
33664,20,6
33665,21,0
33666,18,14
33667,20,0
33668,48,13
33669,26,0
33670,30,7
33671,54,0
33672,28,0
33673,40,0
33674,21,21
33675,60,6
33676,27,0
33677,20,0
33678,9,6
33679,15,0
33680,19,13
33681,20,7
33682,7,0
33683,10,8
33684,30,24
33685,27,0
33686,66,6
33687,14,13
33688,40,6
33689,19,7
33690,41,14
33691,42,0
33692,14,6
33693,20,14
33694,20,7
33695,21,6
33696,44,6
33697,40,7
33698,13,7
33699,19,6
33700,40,0
33701,20,13
33702,19,14
33703,13,7
33704,26,0
33705,19,0
33706,34,7
33707,32,0
33708,13,7
33709,26,0
33710,35,7
33711,26,0
33712,22,13
33713,21,13
33714,34,7
33715,14,7
33716,27,21
33717,34,0
33718,28,0
33719,15,13
33720,20,6
33721,45,13
33722,13,7
33723,28,6
33724,21,7
33725,47,6
33726,14,7
33727,35,34
33728,14,7
33729,6,3
33730,27,6
33731,21,20
33732,20,7
33733,19,12
33734,6,6
33735,27,13
33736,21,7
33737,20,6
33738,14,0
33739,13,12
33740,32,6
33741,7,0
33742,21,17
33743,13,7
33744,40,14
33745,21,0
33746,27,20
33747,14,9
33748,19,19
33749,28,20
33750,13,6
33751,20,0
33752,7,6
33753,20,13
33754,34,0
33755,21,7
33756,28,13
33757,21,7
33758,7,0
33759,21,6
33760,20,17
33761,41,14
33762,20,6
33763,26,7
33764,21,6
33765,20,13
33766,27,0
33767,35,6
33768,23,21
33769,26,0
33770,13,9
33771,27,20
33772,46,6
33773,47,13
33774,7,7
33775,23,14
33776,21,18
33777,20,0
33778,14,10
33779,28,0
33780,41,6
33781,47,7
33782,26,13
33783,35,0
33784,6,0
33785,35,26
33786,48,6
33787,19,0
33788,27,0
33789,26,14
33790,27,13
33791,19,0
33792,14,7
33793,7,6
33794,19,7
33795,28,0
33796,34,14
33797,23,14
33798,28,20
33799,21,14
33800,26,14
33801,28,0
33802,28,6
33803,28,13
33804,34,0
33805,58,13
33806,34,0
33807,21,13
33808,34,14
33809,0,0
33810,50,0
33811,14,0
33812,21,14
33813,47,0
33814,21,7
33815,35,25
33816,14,12
33817,56,0
33818,14,13
33819,20,13
33820,27,21
33821,17,0
33822,21,7
33823,12,7
33824,26,0
33825,12,0
33826,35,13
33827,20,7
33828,0,0
33829,12,9
33830,29,13
33831,34,7
33832,19,6
33833,34,13
33834,29,20
33835,34,14
33836,21,0
33837,35,7
33838,26,7
33839,7,0
33840,18,7
33841,14,13
33842,15,12
33843,28,0
33844,19,0
33845,14,0
33846,12,10
33847,14,7
33848,33,14
33849,30,20
33850,34,7
33851,27,14
33852,7,7
33853,13,7
33854,33,19
33855,27,14
33856,27,0
33857,6,6
33858,46,0
33859,26,9
33860,32,20
33861,3,0
33862,42,14
33863,13,12
33864,38,7
33865,13,0
33866,48,6
33867,20,12
33868,21,7
33869,7,2
33870,24,13
33871,21,13
33872,20,7
33873,20,6
33874,14,7
33875,40,6
33876,35,7
33877,12,6
33878,37,6
33879,26,13
33880,16,0
33881,26,7
33882,28,6
33883,12,7
33884,20,0
33885,13,12
33886,19,6
33887,26,20
33888,27,14
33889,42,12
33890,19,14
33891,47,14
33892,20,12
33893,24,6
33894,14,13
33895,13,7
33896,14,13
33897,25,13
33898,19,14
33899,24,7
33900,20,13
33901,14,14
33902,26,0
33903,18,14
33904,33,14
33905,19,0
33906,39,19
33907,23,15
33908,14,0
33909,20,6
33910,16,13
33911,14,7
33912,21,6
33913,14,10
33914,6,0
33915,20,16
33916,35,28
33917,25,6
33918,22,14
33919,66,0
33920,12,6
33921,48,7
33922,19,0
33923,13,7
33924,7,0
33925,14,14
33926,7,7
33927,14,7
33928,20,7
33929,40,13
33930,23,19
33931,20,12
33932,20,0
33933,13,0
33934,31,13
33935,53,7
33936,20,7
33937,27,6
33938,35,0
33939,26,13
33940,20,7
33941,21,0
33942,53,7
33943,13,0
33944,14,0
33945,8,0
33946,33,20
33947,13,6
33948,14,12
33949,10,6
33950,27,6
33951,19,0
33952,47,6
33953,13,0
33954,19,12
33955,19,12
33956,24,21
33957,7,6
33958,16,14
33959,21,20
33960,14,13
33961,21,21
33962,21,7
33963,34,0
33964,9,6
33965,20,6
33966,13,0
33967,27,26
33968,39,25
33969,21,7
33970,7,0
33971,21,6
33972,19,6
33973,7,0
33974,42,7
33975,14,12
33976,55,0
33977,33,14
33978,40,13
33979,33,20
33980,28,20
33981,13,7
33982,13,6
33983,21,6
33984,7,0
33985,19,13
33986,19,6
33987,35,7
33988,21,19
33989,20,7
33990,14,12
33991,13,7
33992,20,19
33993,7,7
33994,15,7
33995,43,7
33996,22,0
33997,7,0
33998,26,7
33999,41,12
34000,13,6
34001,12,7
34002,27,2
34003,13,6
34004,16,7
34005,39,33
34006,21,6
34007,20,7
34008,39,14
34009,7,6
34010,14,7
34011,7,6
34012,12,2
34013,10,3
34014,12,7
34015,3,0
34016,34,19
34017,39,6
34018,12,0
34019,22,13
34020,34,6
34021,26,6
34022,35,7
34023,27,12
34024,27,14
34025,6,6
34026,26,14
34027,40,6
34028,16,7
34029,20,0
34030,32,0
34031,14,0
34032,21,0
34033,28,20
34034,20,19
34035,44,20
34036,13,0
34037,28,6
34038,16,6
34039,27,14
34040,19,7
34041,19,14
34042,6,0
34043,14,7
34044,42,13
34045,23,21
34046,27,6
34047,14,7
34048,21,19
34049,20,19
34050,27,0
34051,33,6
34052,20,13
34053,20,13
34054,14,2
34055,27,0
34056,28,6
34057,17,13
34058,14,6
34059,12,7
34060,33,7
34061,35,27
34062,21,13
34063,24,13
34064,7,6
34065,10,7
34066,27,13
34067,16,7
34068,24,14
34069,14,10
34070,7,6
34071,13,0
34072,27,22
34073,34,6
34074,51,14
34075,38,7
34076,23,19
34077,34,0
34078,21,0
34079,26,21
34080,20,0
34081,7,0
34082,68,13
34083,12,0
34084,39,6
34085,52,0
34086,27,0
34087,13,7
34088,33,0
34089,13,6
34090,20,19
34091,33,0
34092,13,7
34093,34,0
34094,20,14
34095,53,13
34096,6,2
34097,29,26
34098,38,21
34099,20,10
34100,9,7
34101,21,13
34102,32,7
34103,35,13
34104,20,0
34105,14,7
34106,14,12
34107,27,7
34108,14,6
34109,7,0
34110,24,6
34111,27,0
34112,14,7
34113,26,7
34114,32,7
34115,14,7
34116,26,21
34117,27,9
34118,21,13
34119,32,7
34120,29,7
34121,47,26
34122,41,0
34123,17,14
34124,29,2
34125,31,0
34126,31,14
34127,10,7
34128,14,13
34129,34,14
34130,20,9
34131,54,0
34132,26,9
34133,13,6
34134,0,0
34135,13,7
34136,27,0
34137,20,6
34138,12,0
34139,21,6
34140,12,7
34141,33,7
34142,20,14
34143,9,7
34144,14,6
34145,29,20
34146,14,13
34147,14,6
34148,40,12
34149,7,0
34150,47,7
34151,26,7
34152,14,0
34153,14,12
34154,40,0
34155,53,6
34156,12,0
34157,21,7
34158,14,0
34159,20,13
34160,24,0
34161,20,6
34162,20,0
34163,7,7
34164,25,6
34165,21,0
34166,45,6
34167,20,7
34168,14,0
34169,54,21
34170,28,13
34171,22,7
34172,51,0
34173,12,6
34174,20,0
34175,22,17
34176,21,6
34177,31,14
34178,21,0
34179,7,6
34180,47,6
34181,12,0
34182,48,0
34183,20,14
34184,29,7
34185,14,0
34186,20,15
34187,34,14
34188,42,6
34189,14,0
34190,33,0
34191,17,14
34192,13,0
34193,26,6
34194,18,7
34195,17,0
34196,14,7
34197,16,7
34198,16,0
34199,21,14
34200,26,8
34201,27,0
34202,24,20
34203,27,6
34204,8,0
34205,13,8
34206,42,0
34207,15,14
34208,20,6
34209,12,8
34210,28,14
34211,46,20
34212,28,12
34213,34,0
34214,14,6
34215,40,6
34216,66,22
34217,37,6
34218,20,8
34219,17,3
34220,28,14
34221,21,20
34222,20,0
34223,45,8
34224,13,0
34225,14,7
34226,28,14
34227,14,7
34228,22,0
34229,6,3
34230,26,21
34231,13,3
34232,21,0
34233,13,0
34234,20,0
34235,13,12
34236,8,6
34237,39,7
34238,17,0
34239,14,0
34240,13,3
34241,21,6
34242,20,19
34243,32,12
34244,27,6
34245,14,7
34246,14,10
34247,14,0
34248,29,28
34249,18,0
34250,23,20
34251,47,14
34252,21,14
34253,12,0
34254,34,16
34255,43,0
34256,17,0
34257,28,0
34258,30,7
34259,28,0
34260,24,14
34261,32,7
34262,15,6
34263,27,14
34264,18,14
34265,21,14
34266,15,12
34267,33,6
34268,13,6
34269,24,21
34270,16,16
34271,21,14
34272,8,6
34273,26,13
34274,11,8
34275,8,7
34276,14,6
34277,13,13
34278,16,13
34279,26,0
34280,30,8
34281,25,0
34282,35,29
34283,34,14
34284,8,0
34285,31,0
34286,32,6
34287,21,14
34288,13,12
34289,8,6
34290,15,13
34291,27,24
34292,14,0
34293,14,13
34294,34,13
34295,20,0
34296,13,12
34297,20,6
34298,14,8
34299,12,12
34300,21,0
34301,28,14
34302,7,6
34303,44,16
34304,26,14
34305,43,12
34306,20,16
34307,28,0
34308,14,6
34309,12,7
34310,6,0
34311,43,12
34312,14,0
34313,13,7
34314,43,8
34315,24,0
34316,21,7
34317,24,14
34318,13,8
34319,12,7
34320,12,0
34321,12,7
34322,34,0
34323,20,13
34324,0,0
34325,21,19
34326,12,6
34327,27,15
34328,50,0
34329,15,12
34330,29,0
34331,21,14
34332,41,0
34333,18,6
34334,36,6
34335,29,6
34336,14,2
34337,8,0
34338,36,30
34339,10,6
34340,36,21
34341,14,8
34342,12,7
34343,7,0
34344,65,12
34345,13,0
34346,20,0
34347,7,6
34348,12,7
34349,28,13
34350,21,7
34351,14,6
34352,20,0
34353,44,0
34354,34,13
34355,7,0
34356,23,6
34357,22,8
34358,19,8
34359,28,6
34360,20,14
34361,34,14
34362,27,24
34363,6,0
34364,42,0
34365,7,3
34366,27,8
34367,19,13
34368,25,0
34369,26,8
34370,40,8
34371,20,14
34372,24,0
34373,23,12
34374,32,19
34375,22,12
34376,55,0
34377,15,14
34378,14,10
34379,26,0
34380,29,12
34381,24,16
34382,7,0
34383,22,13
34384,13,7
34385,8,0
34386,6,6
34387,31,6
34388,28,0
34389,26,6
34390,16,0
34391,35,6
34392,7,7
34393,26,7
34394,21,13
34395,14,12
34396,12,6
34397,28,26
34398,20,0
34399,12,7
34400,41,12
34401,26,13
34402,31,6
34403,28,0
34404,40,39
34405,26,0
34406,14,8
34407,20,8
34408,20,9
34409,32,7
34410,24,0
34411,38,0
34412,32,8
34413,33,13
34414,27,0
34415,12,6
34416,55,24
34417,9,7
34418,49,8
34419,43,0
34420,7,0
34421,20,6
34422,34,0
34423,21,20
34424,15,8
34425,40,13
34426,14,6
34427,13,7
34428,57,12
34429,21,20
34430,38,0
34431,14,7
34432,24,6
34433,24,8
34434,35,7
34435,14,6
34436,59,0
34437,20,0
34438,20,16
34439,27,14
34440,6,6
34441,9,7
34442,13,12
34443,6,0
34444,13,6
34445,7,6
34446,26,6
34447,7,0
34448,16,14
34449,9,7
34450,27,6
34451,14,14
34452,20,7
34453,6,2
34454,41,12
34455,47,6
34456,34,14
34457,23,6
34458,24,6
34459,27,16
34460,34,8
34461,14,12
34462,20,13
34463,10,0
34464,28,0
34465,13,6
34466,16,8
34467,16,8
34468,24,16
34469,16,0
34470,12,7
34471,26,20
34472,14,9
34473,10,7
34474,28,18
34475,20,19
34476,14,12
34477,14,6
34478,50,8
34479,13,12
34480,17,16
34481,26,7
34482,8,7
34483,40,6
34484,19,14
34485,14,12
34486,29,22
34487,34,7
34488,44,13
34489,27,7
34490,14,6
34491,20,0
34492,15,0
34493,21,19
34494,14,6
34495,33,27
34496,15,0
34497,39,6
34498,13,6
34499,42,7
34500,21,20
34501,7,7
34502,16,0
34503,14,7
34504,21,15
34505,27,0
34506,28,15
34507,33,29
34508,12,0
34509,15,8
34510,23,19
34511,21,8
34512,68,6
34513,6,5
34514,25,12
34515,33,7
34516,13,6
34517,8,8
34518,14,12
34519,57,7
34520,25,0
34521,22,14
34522,21,20
34523,43,0
34524,10,8
34525,14,6
34526,26,0
34527,6,0
34528,37,14
34529,53,0
34530,21,12
34531,33,12
34532,14,0
34533,14,14
34534,10,6
34535,31,0
34536,21,7
34537,21,0
34538,40,20
34539,23,7
34540,14,8
34541,36,0
34542,19,6
34543,28,18
34544,31,8
34545,20,0
34546,37,20
34547,41,6
34548,29,6
34549,26,10
34550,16,13
34551,22,0
34552,25,20
34553,33,0
34554,14,14
34555,6,0
34556,38,20
34557,35,12
34558,21,6
34559,9,7
34560,25,20
34561,17,6
34562,42,0
34563,13,7
34564,28,21
34565,10,7
34566,27,0
34567,60,15
34568,14,7
34569,33,14
34570,40,0
34571,36,19
34572,12,8
34573,20,17
34574,14,6
34575,15,6
34576,38,0
34577,20,0
34578,38,0
34579,16,7
34580,28,21
34581,7,6
34582,13,0
34583,20,0
34584,14,6
34585,21,8
34586,6,0
34587,28,6
34588,29,7
34589,7,7
34590,50,18
34591,56,7
34592,33,9
34593,40,14
34594,10,7
34595,42,0
34596,20,0
34597,14,7
34598,12,0
34599,26,13
34600,14,14
34601,30,6
34602,29,26
34603,16,14
34604,14,14
34605,18,0
34606,32,7
34607,21,6
34608,33,0
34609,26,14
34610,20,15
34611,36,8
34612,33,6
34613,0,0
34614,9,6
34615,27,23
34616,7,0
34617,15,13
34618,17,13
34619,41,13
34620,26,14
34621,21,6
34622,17,8
34623,14,12
34624,13,6
34625,26,0
34626,21,6
34627,18,13
34628,22,7
34629,29,22
34630,12,7
34631,15,0
34632,14,6
34633,13,6
34634,7,0
34635,32,15
34636,29,0
34637,51,7
34638,26,6
34639,34,7
34640,8,6
34641,14,6
34642,20,6
34643,7,6
34644,34,0
34645,39,12
34646,20,6
34647,28,8
34648,14,6
34649,17,12
34650,10,6
34651,34,24
34652,38,28
34653,39,0
34654,6,3
34655,24,16
34656,32,0
34657,42,0
34658,50,14
34659,23,6
34660,13,12
34661,27,22
34662,48,6
34663,28,14
34664,41,0
34665,47,0
34666,18,16
34667,28,21
34668,22,8
34669,9,7
34670,7,3
34671,12,0
34672,34,0
34673,56,6
34674,32,8
34675,31,12
34676,37,26
34677,9,6
34678,45,7
34679,14,0
34680,47,0
34681,14,8
34682,21,7
34683,36,22
34684,16,15
34685,34,12
34686,15,14
34687,21,12
34688,27,7
34689,7,6
34690,21,7
34691,22,20
34692,76,0
34693,28,0
34694,14,0
34695,27,20
34696,15,15
34697,31,21
34698,13,13
34699,6,2
34700,62,0
34701,44,6
34702,26,7
34703,21,10
34704,20,14
34705,40,7
34706,20,0
34707,68,17
34708,19,13
34709,61,0
34710,24,13
34711,12,7
34712,15,15
34713,33,29
34714,15,12
34715,21,10
34716,49,0
34717,18,14
34718,39,32
34719,26,12
34720,27,12
34721,22,14
34722,28,6
34723,18,7
34724,9,8
34725,19,7
34726,52,6
34727,25,21
34728,24,7
34729,27,0
34730,25,6
34731,12,7
34732,21,16
34733,18,15
34734,26,20
34735,20,14
34736,42,18
34737,22,6
34738,14,8
34739,36,19
34740,12,9
34741,20,14
34742,16,3
34743,22,17
34744,21,0
34745,20,13
34746,7,0
34747,33,21
34748,20,13
34749,10,6
34750,26,8
34751,2,0
34752,47,20
34753,35,0
34754,27,19
34755,27,7
34756,38,6
34757,30,0
34758,0,0
34759,14,13
34760,43,22
34761,28,0
34762,18,14
34763,20,6
34764,22,9
34765,48,0
34766,20,18
34767,9,6
34768,42,6
34769,6,3
34770,17,3
34771,14,12
34772,41,0
34773,26,3
34774,27,7
34775,16,0
34776,24,8
34777,29,12
34778,15,13
34779,46,24
34780,28,27
34781,19,8
34782,21,15
34783,24,23
34784,12,7
34785,27,6
34786,20,0
34787,14,7
34788,20,14
34789,43,8
34790,14,0
34791,46,0
34792,22,20
34793,21,12
34794,13,7
34795,19,0
34796,37,0
34797,58,0
34798,28,13
34799,18,14
34800,28,12
34801,26,7
34802,23,0
34803,20,7
34804,3,0
34805,7,6
34806,34,12
34807,13,7
34808,44,8
34809,15,7
34810,21,7
34811,47,0
34812,14,9
34813,21,6
34814,20,15
34815,14,0
34816,14,13
34817,47,6
34818,27,16
34819,21,6
34820,16,12
34821,36,22
34822,31,8
34823,20,0
34824,42,12
34825,28,12
34826,10,0
34827,16,0
34828,20,15
34829,29,2
34830,32,12
34831,31,7
34832,45,13
34833,28,8
34834,14,13
34835,21,6
34836,21,0
34837,26,0
34838,25,21
34839,8,6
34840,30,0
34841,35,21
34842,3,0
34843,26,0
34844,9,7
34845,15,14
34846,28,27
34847,27,18
34848,23,0
34849,30,6
34850,10,7
34851,27,13
34852,16,14
34853,20,0
34854,48,20
34855,20,7
34856,32,7
34857,17,0
34858,10,8
34859,27,6
34860,7,7
34861,16,14
34862,31,14
34863,3,0
34864,35,12
34865,14,0
34866,13,7
34867,15,0
34868,13,6
34869,24,7
34870,55,10
34871,16,6
34872,20,6
34873,20,0
34874,13,12
34875,20,14
34876,28,7
34877,22,0
34878,7,6
34879,33,7
34880,34,8
34881,24,14
34882,43,0
34883,14,0
34884,12,0
34885,7,6
34886,17,7
34887,43,11
34888,20,12
34889,28,6
34890,14,10
34891,42,12
34892,27,21
34893,14,6
34894,58,20
34895,13,0
34896,25,21
34897,22,0
34898,28,7
34899,20,8
34900,44,14
34901,30,14
34902,20,7
34903,21,6
34904,29,0
34905,22,6
34906,33,0
34907,7,3
34908,8,7
34909,6,0
34910,14,14
34911,20,14
34912,51,6
34913,44,6
34914,27,2
34915,17,0
34916,7,0
34917,40,8
34918,35,12
34919,23,2
34920,25,0
34921,20,8
34922,21,0
34923,21,0
34924,13,0
34925,23,7
34926,33,0
34927,39,6
34928,0,0
34929,23,0
34930,20,17
34931,20,16
34932,27,12
34933,13,13
34934,7,6
34935,8,7
34936,35,6
34937,14,7
34938,8,0
34939,9,0
34940,33,13
34941,37,8
34942,41,6
34943,10,3
34944,27,3
34945,18,7
34946,33,0
34947,49,14
34948,28,6
34949,20,18
34950,19,6
34951,21,6
34952,6,0
34953,28,6
34954,25,7
34955,26,0
34956,17,11
34957,18,0
34958,12,0
34959,21,0
34960,21,7
34961,15,12
34962,32,6
34963,19,12
34964,28,6
34965,14,8
34966,13,12
34967,19,12
34968,10,7
34969,10,0
34970,20,12
34971,29,0
34972,14,0
34973,23,8
34974,26,12
34975,24,9
34976,21,6
34977,7,6
34978,14,7
34979,35,12
34980,15,8
34981,28,28
34982,8,7
34983,38,14
34984,24,0
34985,15,0
34986,38,22
34987,14,6
34988,23,7
34989,27,0
34990,33,14
34991,9,0
34992,32,6
34993,14,7
34994,16,6
34995,26,6
34996,19,0
34997,53,7
34998,28,7
34999,43,0
35000,20,7
35001,15,0
35002,23,0
35003,19,12
35004,20,3
35005,66,18
35006,22,13
35007,21,12
35008,36,9
35009,42,7
35010,40,14
35011,22,15
35012,13,13
35013,37,6
35014,42,6
35015,7,7
35016,13,12
35017,39,6
35018,21,20
35019,16,8
35020,19,12
35021,28,0
35022,13,6
35023,26,7
35024,40,14
35025,17,14
35026,36,19
35027,23,15
35028,25,16
35029,21,6
35030,23,0
35031,27,0
35032,20,7
35033,21,6
35034,8,7
35035,25,6
35036,13,0
35037,6,0
35038,21,14
35039,18,14
35040,18,0
35041,9,0
35042,14,7
35043,17,15
35044,22,6
35045,14,7
35046,21,13
35047,22,0
35048,34,0
35049,26,0
35050,9,0
35051,14,6
35052,14,6
35053,28,0
35054,28,23
35055,9,0
35056,22,22
35057,55,14
35058,21,19
35059,7,6
35060,30,24
35061,7,6
35062,34,14
35063,24,20
35064,20,9
35065,20,0
35066,14,7
35067,23,0
35068,24,15
35069,30,28
35070,21,13
35071,44,0
35072,23,0
35073,28,6
35074,13,3
35075,20,15
35076,21,6
35077,22,13
35078,33,0
35079,34,7
35080,24,14
35081,13,12
35082,27,5
35083,14,7
35084,12,3
35085,21,7
35086,3,0
35087,21,0
35088,16,0
35089,21,9
35090,22,3
35091,6,0
35092,17,7
35093,28,6
35094,13,13
35095,10,0
35096,35,31
35097,12,7
35098,6,0
35099,20,6
35100,18,0
35101,28,0
35102,38,13
35103,19,0
35104,21,20
35105,26,16
35106,13,7
35107,12,8
35108,34,14
35109,10,7
35110,42,0
35111,25,14
35112,12,0
35113,14,12
35114,22,13
35115,53,0
35116,7,0
35117,7,3
35118,20,6
35119,25,21
35120,42,0
35121,12,0
35122,30,13
35123,25,22
35124,30,24
35125,18,12
35126,45,7
35127,28,10
35128,7,0
35129,7,7
35130,22,6
35131,14,7
35132,54,38
35133,35,0
35134,29,7
35135,21,0
35136,14,0
35137,54,6
35138,22,13
35139,51,29
35140,34,12
35141,23,7
35142,14,0
35143,34,21
35144,19,10
35145,27,20
35146,26,0
35147,14,7
35148,19,7
35149,30,26
35150,20,7
35151,14,10
35152,14,0
35153,31,0
35154,8,0
35155,6,0
35156,16,13
35157,27,14
35158,10,7
35159,19,0
35160,22,0
35161,33,14
35162,21,10
35163,14,10
35164,23,15
35165,14,0
35166,17,8
35167,28,13
35168,0,0
35169,33,0
35170,18,6
35171,48,0
35172,20,15
35173,15,0
35174,58,0
35175,13,0
35176,40,6
35177,22,14
35178,21,6
35179,39,7
35180,36,0
35181,20,12
35182,20,18
35183,18,13
35184,28,12
35185,22,14
35186,23,21
35187,26,0
35188,16,14
35189,32,20
35190,36,0
35191,14,11
35192,19,14
35193,20,18
35194,14,13
35195,13,12
35196,14,7
35197,55,13
35198,47,13
35199,11,6
35200,7,6
35201,26,21
35202,13,6
35203,25,7
35204,24,19
35205,6,3
35206,28,7
35207,26,6
35208,21,12
35209,28,22
35210,22,15
35211,9,7
35212,27,9
35213,17,14
35214,26,7
35215,16,6
35216,21,17
35217,21,12
35218,13,0
35219,14,0
35220,27,15
35221,14,13
35222,9,6
35223,26,7
35224,16,7
35225,55,0
35226,28,14
35227,41,0
35228,14,0
35229,27,0
35230,35,34
35231,28,25
35232,15,10
35233,37,7
35234,26,0
35235,16,8
35236,14,12
35237,42,13
35238,41,0
35239,28,20
35240,7,6
35241,28,13
35242,46,0
35243,24,6
35244,28,13
35245,29,23
35246,7,2
35247,48,14
35248,12,6
35249,17,8
35250,39,22
35251,71,0
35252,14,9
35253,27,0
35254,14,8
35255,17,6
35256,21,14
35257,6,6
35258,32,8
35259,12,0
35260,20,0
35261,20,7
35262,9,0
35263,25,20
35264,38,20
35265,35,7
35266,18,13
35267,20,7
35268,14,7
35269,14,10
35270,14,8
35271,27,8
35272,28,7
35273,14,13
35274,20,17
35275,20,14
35276,33,31
35277,26,16
35278,12,7
35279,18,13
35280,40,6
35281,18,8
35282,35,6
35283,9,6
35284,28,0
35285,29,14
35286,20,0
35287,14,6
35288,30,12
35289,55,12
35290,23,14
35291,13,9
35292,28,27
35293,35,13
35294,62,2
35295,20,19
35296,35,12
35297,15,7
35298,22,7
35299,10,7
35300,20,12
35301,12,7
35302,30,14
35303,46,0
35304,35,6
35305,10,3
35306,35,21
35307,42,7
35308,20,0
35309,11,7
35310,45,0
35311,14,7
35312,33,14
35313,50,0
35314,28,13
35315,20,17
35316,37,12
35317,32,18
35318,26,21
35319,10,0
35320,15,9
35321,23,21
35322,56,3
35323,15,7
35324,23,14
35325,33,0
35326,21,14
35327,42,0
35328,43,12
35329,55,0
35330,16,6
35331,17,7
35332,19,0
35333,21,6
35334,14,0
35335,43,20
35336,14,0
35337,14,6
35338,33,28
35339,36,8
35340,48,6
35341,21,14
35342,41,0
35343,34,14
35344,14,0
35345,21,6
35346,39,0
35347,9,0
35348,37,0
35349,15,14
35350,19,0
35351,16,7
35352,28,19
35353,30,7
35354,28,0
35355,20,12
35356,23,13
35357,46,0
35358,21,7
35359,20,6
35360,9,0
35361,23,13
35362,31,8
35363,35,0
35364,42,0
35365,20,0
35366,22,7
35367,14,13
35368,77,6
35369,38,18
35370,29,14
35371,28,0
35372,33,6
35373,20,0
35374,38,14
35375,7,3
35376,8,7
35377,33,6
35378,20,7
35379,33,21
35380,55,6
35381,15,14
35382,14,0
35383,17,6
35384,28,26
35385,44,21
35386,21,8
35387,27,0
35388,28,14
35389,32,8
35390,6,6
35391,14,3
35392,48,7
35393,20,7
35394,26,0
35395,27,21
35396,28,7
35397,28,8
35398,37,0
35399,7,6
35400,31,0
35401,3,0
35402,7,7
35403,19,14
35404,18,7
35405,16,13
35406,13,6
35407,14,10
35408,17,6
35409,22,12
35410,41,0
35411,20,0
35412,37,6
35413,21,0
35414,7,7
35415,26,14
35416,21,6
35417,28,7
35418,41,7
35419,45,0
35420,3,0
35421,19,3
35422,21,7
35423,24,0
35424,35,14
35425,13,8
35426,35,7
35427,10,3
35428,34,0
35429,7,6
35430,14,14
35431,16,16
35432,27,27
35433,13,3
35434,14,12
35435,15,0
35436,41,12
35437,20,13
35438,41,21
35439,24,7
35440,6,0
35441,13,3
35442,11,8
35443,29,12
35444,32,9
35445,21,0
35446,21,19
35447,24,21
35448,7,0
35449,28,10
35450,10,7
35451,7,3
35452,20,14
35453,21,0
35454,21,15
35455,13,7
35456,27,7
35457,8,7
35458,15,7
35459,15,0
35460,14,0
35461,26,6
35462,20,7
35463,18,17
35464,14,6
35465,38,6
35466,33,0
35467,42,0
35468,10,7
35469,39,22
35470,27,12
35471,24,17
35472,42,0
35473,31,20
35474,21,8
35475,18,14
35476,15,14
35477,26,7
35478,20,0
35479,15,14
35480,20,17
35481,29,20
35482,28,20
35483,49,0
35484,51,19
35485,10,7
35486,19,6
35487,28,18
35488,14,7
35489,0,0
35490,17,0
35491,14,0
35492,23,17
35493,21,7
35494,31,8
35495,21,6
35496,14,3
35497,19,9
35498,35,6
35499,9,0
35500,14,0
35501,10,3
35502,17,0
35503,34,10
35504,28,0
35505,10,0
35506,28,14
35507,21,7
35508,35,16
35509,30,3
35510,12,0
35511,20,0
35512,0,0
35513,25,23
35514,6,2
35515,17,0
35516,27,15
35517,28,14
35518,55,0
35519,13,12
35520,44,0
35521,31,6
35522,7,0
35523,26,0
35524,29,9
35525,34,8
35526,26,7
35527,17,7
35528,34,0
35529,12,7
35530,13,10
35531,36,6
35532,34,7
35533,28,7
35534,33,0
35535,20,6
35536,24,7
35537,27,16
35538,17,6
35539,6,0
35540,21,0
35541,10,0
35542,6,6
35543,49,12
35544,15,6
35545,62,7
35546,24,0
35547,21,7
35548,6,3
35549,33,6
35550,22,13
35551,29,10
35552,21,21
35553,24,13
35554,41,2
35555,18,12
35556,30,8
35557,21,6
35558,31,0
35559,24,23
35560,9,7
35561,14,7
35562,24,12
35563,21,6
35564,19,17
35565,17,13
35566,12,0
35567,41,26
35568,0,0
35569,20,17
35570,8,7
35571,9,8
35572,12,7
35573,34,8
35574,28,21
35575,3,0
35576,36,0
35577,19,17
35578,42,7
35579,17,7
35580,14,7
35581,21,0
35582,21,10
35583,26,13
35584,45,0
35585,26,12
35586,35,3
35587,14,9
35588,47,17
35589,6,0
35590,13,13
35591,21,12
35592,28,8
35593,36,7
35594,42,0
35595,36,26
35596,24,21
35597,47,0
35598,23,19
35599,34,20
